id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes
168,"Fuchka (Pani Puri)","fuchka-pani-puri","images/fuchka.jpg","","","","Crispy hollow puris with spicy tamarind water","1 cup semolina||1/4 cup all-purpose flour||Oil for frying||2 cups tamarind water||1 cup boiled chickpeas||Spices (cumin, chaat masala)","Make dough with semolina and flour||Roll small circles and deep fry until puffed||Prepare spicy tamarind water||Fill puris with chickpeas and water","Serve immediately for best crunch","fuchka,street food,bengali,crispy,spicy","30 mins","15 mins","45 mins",4,"Medium",4.9,45,"snacks","Bengali","vegetarian",165,4.8,28.5,4.2,3.5,8.2,385.5,"published",456,128,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
169,"Jhal Muri","jhal-muri","images/jhal-muri.jpg","","","","Spicy puffed rice snack mix","2 cups puffed rice||1 onion chopped||2 green chilies||1 cucumber diced||2 tablespoons mustard oil||1 teaspoon salt||Cilantro leaves","Mix puffed rice with chopped vegetables||Add mustard oil, salt, and chilies||Toss well and garnish with cilantro||Serve immediately","Popular Bengali street snack","jhal muri,street food,spicy,light,bengali","10 mins","0 mins","10 mins",3,"Easy",4.7,38,"snacks","Bengali","vegetarian,vegan",125,3.2,22.8,3.5,2.8,4.2,425.8,"published",298,82,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
170,"Cheese Samosa","cheese-samosa","images/cheese-samosa.jpg","","","","Crispy triangular pastries filled with spiced cheese","2 cups all-purpose flour||1 cup paneer crumbled||2 green chilies||1 teaspoon cumin seeds||Oil for frying||Salt to taste","Make dough with flour and oil||Prepare filling with paneer and spices||Shape into triangles and seal||Deep fry until golden brown","Serve hot with chutney","samosa,cheese,fried,crispy,indian","25 mins","15 mins","40 mins",8,"Medium",4.6,52,"snacks","Indian","vegetarian",225,8.5,18.2,14.8,1.8,2.5,385.2,"published",387,95,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
171,"Deviled Eggs","deviled-eggs","images/deviled-eggs.jpg","","","","Classic American appetizer with creamy yolk filling","6 hard-boiled eggs||3 tablespoons mayonnaise||1 teaspoon mustard||Paprika for garnish||Salt and pepper","Halve eggs and remove yolks||Mix yolks with mayo, mustard, salt, pepper||Fill egg whites with mixture||Garnish with paprika","Perfect for parties and gatherings","deviled eggs,american,appetizer,protein,classic","15 mins","0 mins","15 mins",6,"Easy",4.8,67,"snacks","American","vegetarian",95,6.2,0.8,7.5,0,0.5,185.5,"published",234,78,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
172,"Beguni (Eggplant Fritters)","beguni-eggplant-fritters","images/beguni.jpg","","","","Bengali style battered and fried eggplant slices","2 large eggplants||1 cup gram flour||1/2 teaspoon turmeric||1 teaspoon salt||Oil for frying||Water as needed","Slice eggplants and salt them||Make batter with gram flour and spices||Dip eggplant slices in batter||Deep fry until golden","Best enjoyed hot with rice","beguni,bengali,fritters,eggplant,fried","20 mins","15 mins","35 mins",4,"Easy",4.7,43,"snacks","Bengali","vegetarian,vegan,gluten-free",165,4.5,15.8,10.5,4.2,6.8,325.8,"published",298,86,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
173,"Nachos with Guacamole","nachos-with-guacamole","images/nachos-guacamole.jpg","","","","Crispy tortilla chips with fresh avocado dip","1 bag tortilla chips||3 ripe avocados||1 lime juiced||2 tomatoes diced||1 onion diced||2 cloves garlic||Salt and pepper","Mash avocados with lime juice||Mix in tomatoes, onion, garlic||Season with salt and pepper||Serve with tortilla chips","Great for movie nights","nachos,mexican,guacamole,avocado,party","15 mins","0 mins","15 mins",6,"Easy",4.9,78,"snacks","Mexican","vegetarian,vegan,gluten-free",285,4.8,32.5,18.2,8.5,3.2,425.8,"published",567,156,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
174,"Chotpoti","chotpoti","images/chotpoti.jpg","","","","Popular Bengali street food with boiled eggs and chickpeas","2 cups boiled chickpeas||4 boiled eggs||1 cup tamarind water||2 green chilies||Cilantro leaves||Chaat masala||Salt to taste","Mash chickpeas slightly||Add chopped eggs and tamarind water||Season with chilies and spices||Garnish with cilantro||Serve in small bowls","Famous Dhaka street food","chotpoti,street food,bengali,eggs,chickpeas","15 mins","0 mins","15 mins",4,"Easy",4.8,89,"snacks","Bengali","vegetarian",195,12.8,18.5,8.5,4.8,5.2,485.2,"published",445,132,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
175,"Spring Rolls","spring-rolls","images/spring-rolls.jpg","","","","Crispy Chinese-style vegetable rolls","10 spring roll wrappers||1 cup cabbage shredded||1 carrot julienned||1 cup bean sprouts||2 tablespoons soy sauce||Oil for frying","Stir-fry vegetables with soy sauce||Cool the filling completely||Wrap filling in spring roll sheets||Deep fry until golden and crispy","Serve with sweet and sour sauce","spring rolls,chinese,crispy,vegetables,fried","25 mins","10 mins","35 mins",5,"Medium",4.7,56,"snacks","Chinese","vegetarian,vegan",185,4.2,22.8,8.5,3.2,4.5,385.2,"published",356,98,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
176,"Peanut Butter Cookies","peanut-butter-cookies","images/pb-cookies.jpg","","","","Chewy American-style peanut butter cookies","1 cup peanut butter||1/2 cup sugar||1 egg||1/2 teaspoon vanilla||1/4 teaspoon salt||1/2 teaspoon baking soda","Preheat oven to 350°F||Mix all ingredients until combined||Drop spoonfuls on baking sheet||Bake for 10-12 minutes||Cool on wire rack","Perfect with milk","peanut butter,cookies,american,baked,sweet","15 mins","12 mins","27 mins",12,"Easy",4.6,84,"snacks","American","vegetarian",145,5.8,12.5,9.2,1.8,8.5,185.2,"published",425,118,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
177,"Daal Puri","daal-puri","images/daal-puri.jpg","","","","Bengali lentil-stuffed fried bread","2 cups all-purpose flour||1 cup yellow lentils||1 teaspoon cumin seeds||Oil for frying||Salt and turmeric||Water as needed","Cook lentils with spices until soft||Make dough with flour and water||Stuff dough with lentil filling||Roll and deep fry until puffed","Traditional Bengali breakfast snack","daal puri,bengali,lentils,fried,traditional","30 mins","20 mins","50 mins",6,"Medium",4.9,67,"snacks","Bengali","vegetarian,vegan",245,8.8,32.5,9.5,4.2,2.8,325.5,"published",334,95,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
178,"Bruschetta","bruschetta","images/bruschetta.jpg","","","","Italian toasted bread topped with tomato mixture","1 baguette sliced||4 ripe tomatoes diced||3 cloves garlic||1/4 cup olive oil||Fresh basil leaves||Salt and pepper||Balsamic vinegar","Toast bread slices until golden||Rub with garlic cloves||Mix tomatoes with olive oil and basil||Top bread with tomato mixture||Drizzle with balsamic","Best served immediately","bruschetta,italian,tomato,bread,fresh","20 mins","5 mins","25 mins",8,"Easy",4.8,92,"snacks","Italian","vegetarian,vegan",125,3.5,18.2,4.8,2.5,4.2,285.5,"published",486,142,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
179,"Aloo Chop","aloo-chop","images/aloo-chop.jpg","","","","Bengali deep-fried potato cutlets","4 large potatoes boiled||2 green chilies||1 teaspoon ginger paste||Breadcrumbs for coating||2 eggs beaten||Oil for frying||Salt and spices","Mash potatoes with spices||Shape into cutlets||Dip in beaten egg then breadcrumbs||Deep fry until golden brown||Serve hot with sauce","Popular evening snack in Bengal","aloo chop,bengali,potato,fried,cutlets","25 mins","15 mins","40 mins",6,"Medium",4.7,75,"snacks","Bengali","vegetarian",185,4.2,28.5,6.5,3.2,2.8,385.8,"published",398,108,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
180,"Mozzarella Sticks","mozzarella-sticks","images/mozzarella-sticks.jpg","","","","Crispy American appetizer with melted cheese center","12 mozzarella sticks||1 cup flour||2 eggs beaten||2 cups breadcrumbs||Oil for frying||Italian seasoning","Freeze mozzarella sticks for 30 minutes||Coat in flour, then egg, then breadcrumbs||Double coat for extra crunch||Fry until golden and cheese melts||Serve with marinara sauce","Don't overfry or cheese will leak","mozzarella,american,fried,cheese,crispy","15 mins","5 mins","20 mins",4,"Medium",4.9,156,"snacks","American","vegetarian",285,14.5,18.2,18.8,0.8,2.5,685.5,"published",623,189,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
181,"Chingri Cutlet","chingri-cutlet","images/chingri-cutlet.jpg","","","","Bengali prawn cutlets with aromatic spices","500g prawns cleaned||3 potatoes boiled||2 onions chopped||Breadcrumbs for coating||2 eggs||Oil for frying||Bengali spices","Cook prawns with spices||Mash potatoes and mix with prawns||Shape into cutlets||Dip in egg and coat with breadcrumbs||Deep fry until golden","Premium Bengali snack for special occasions","chingri cutlet,bengali,prawns,seafood,fried","30 mins","15 mins","45 mins",8,"Medium",4.8,43,"snacks","Bengali","",225,18.5,15.8,12.5,2.2,2.8,485.2,"published",287,82,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
182,"Hummus with Pita","hummus-with-pita","images/hummus-pita.jpg","","","","Middle Eastern chickpea dip with warm bread","2 cups cooked chickpeas||1/4 cup tahini||2 cloves garlic||Juice of 2 lemons||Olive oil||Salt to taste||Pita bread for serving","Blend chickpeas with tahini and garlic||Add lemon juice and water for consistency||Season with salt||Drizzle with olive oil||Serve with warm pita","Healthy protein-rich snack","hummus,middle eastern,chickpeas,healthy,dip","15 mins","0 mins","15 mins",6,"Easy",4.7,89,"snacks","Middle Eastern","vegetarian,vegan,gluten-free",165,6.8,22.5,6.2,5.8,3.2,285.5,"published",445,125,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
183,"Dim er Devil","dim-er-devil","images/dim-er-devil.jpg","","","","Bengali spiced egg fritters in batter","6 hard-boiled eggs||1 cup gram flour||1 teaspoon red chili powder||1/2 teaspoon turmeric||Oil for frying||Salt to taste||Water for batter","Halve boiled eggs||Make spiced batter with gram flour||Dip egg halves in batter||Deep fry until golden and crispy||Serve hot with kasundi","Popular monsoon snack in Bengal","dim er devil,bengali,eggs,fritters,spicy","20 mins","10 mins","30 mins",6,"Easy",4.8,67,"snacks","Bengali","vegetarian,gluten-free",155,8.5,12.8,8.2,2.5,1.8,385.2,"published",356,98,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
184,"Chicken Wings","chicken-wings","images/chicken-wings.jpg","","","","Spicy American-style buffalo chicken wings","2 lbs chicken wings||1/2 cup hot sauce||1/4 cup butter||1 tablespoon garlic powder||Salt and pepper||Celery sticks||Blue cheese dressing","Season wings with salt and pepper||Bake at 425°F for 45 minutes||Mix hot sauce with melted butter||Toss wings in sauce||Serve with celery and dressing","Perfect for game day","chicken wings,american,spicy,buffalo,party","15 mins","45 mins","60 mins",4,"Medium",4.9,234,"snacks","American","",285,24.5,2.8,18.5,0.5,1.2,785.8,"published",789,245,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
185,"Shingara","shingara","images/shingara.jpg","","","","Bengali triangular samosas with vegetable filling","2 cups all-purpose flour||2 potatoes diced||1 cup green peas||2 onions chopped||Oil for frying||Cumin and coriander seeds||Salt and spices","Make dough with flour and oil||Cook vegetables with spices for filling||Shape into triangles and stuff||Seal edges and deep fry||Serve hot with chutney","Most popular Bengali snack","shingara,bengali,samosa,vegetables,fried","30 mins","20 mins","50 mins",8,"Medium",4.9,156,"snacks","Bengali","vegetarian,vegan",195,4.8,25.5,8.5,3.8,4.2,325.8,"published",623,178,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
186,"Onion Rings","onion-rings","images/onion-rings.jpg","","","","Crispy American battered and fried onion rings","3 large onions sliced||1 cup flour||1 cup milk||1 egg||Breadcrumbs||Oil for frying||Salt and pepper","Separate onion slices into rings||Make batter with flour, milk, and egg||Dip rings in batter then breadcrumbs||Deep fry until golden brown||Serve immediately","Great side dish or snack","onion rings,american,fried,crispy,side dish","20 mins","10 mins","30 mins",4,"Medium",4.6,98,"snacks","American","vegetarian",225,4.2,28.5,11.5,2.8,6.8,485.2,"published",445,134,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
187,"Posto Bora","posto-bora","images/posto-bora.jpg","","","","Bengali poppy seed fritters with vegetables","1/2 cup poppy seeds soaked||1/2 cup mixed vegetables||2 green chilies||1 cup gram flour||Oil for frying||Salt and turmeric","Grind soaked poppy seeds to paste||Mix with chopped vegetables and spices||Add gram flour to bind||Drop spoonfuls in hot oil||Fry until golden brown","Traditional monsoon delicacy","posto bora,bengali,poppy seeds,fritters,traditional","25 mins","15 mins","40 mins",6,"Medium",4.7,45,"snacks","Bengali","vegetarian,vegan,gluten-free",165,5.2,12.8,11.5,3.8,2.5,285.5,"published",267,76,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
188,"Mini Pizzas","mini-pizzas","images/mini-pizzas.jpg","","","","Quick Italian-style mini pizzas on English muffins","6 English muffin halves||1 cup pizza sauce||1.5 cups mozzarella cheese||Pepperoni slices optional||Italian herbs||Olive oil","Preheat oven to 375°F||Spread sauce on muffin halves||Top with cheese and pepperoni||Sprinkle with herbs||Bake for 10-12 minutes","Perfect for kids' snacks","mini pizzas,italian,quick,cheese,baked","10 mins","12 mins","22 mins",6,"Easy",4.8,123,"snacks","Italian","vegetarian",245,12.5,22.8,12.8,2.2,4.5,585.8,"published",534,165,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
189,"Teler Bora","teler-bora","images/teler-bora.jpg","","","","Bengali sesame seed fritters with spices","1 cup sesame seeds||1/2 cup gram flour||2 green chilies chopped||1 teaspoon ginger paste||Oil for frying||Salt and turmeric||Water as needed","Dry roast sesame seeds lightly||Mix with gram flour and spices||Add water to make thick batter||Drop spoonfuls in hot oil||Fry until crispy and golden","Crunchy snack perfect with tea","teler bora,bengali,sesame seeds,fritters,crunchy","20 mins","12 mins","32 mins",5,"Easy",4.6,38,"snacks","Bengali","vegetarian,vegan,gluten-free",185,6.2,8.5,15.8,3.5,1.8,285.2,"published",245,67,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
190,"Stuffed Mushrooms","stuffed-mushrooms","images/stuffed-mushrooms.jpg","","","","American appetizer with cheese and herb stuffing","12 large mushroom caps||1 cup breadcrumbs||1/2 cup cream cheese||1/4 cup parmesan||2 cloves garlic||Fresh herbs||Olive oil","Remove mushroom stems and chop||Mix stems with breadcrumbs, cheese, herbs||Stuff mushroom caps with mixture||Drizzle with olive oil||Bake at 375°F for 20 minutes","Elegant party appetizer","stuffed mushrooms,american,cheese,baked,appetizer","20 mins","20 mins","40 mins",6,"Medium",4.7,87,"snacks","American","vegetarian",125,6.8,8.5,8.2,2.2,3.2,285.5,"published",387,112,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
191,"Ghugni","ghugni","images/ghugni.jpg","","","","Bengali spiced yellow pea curry snack","2 cups dried yellow peas||2 onions chopped||2 tomatoes chopped||Ginger-garlic paste||Bengali spice mix||Mustard oil||Salt to taste||Water as needed","Soak peas overnight then boil until soft||Heat mustard oil and fry onions||Add tomatoes and spices||Add boiled peas and simmer||Garnish with cilantro and serve","Popular street food and evening snack","ghugni,bengali,yellow peas,spicy,street food","15 mins","30 mins","45 mins",4,"Medium",4.8,76,"snacks","Bengali","vegetarian,vegan,gluten-free",195,12.8,28.5,4.2,8.5,5.2,385.8,"published",356,98,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
192,"Shingara (Bengali Samosa)","shingara-bengali-samosa","images/shingara.jpg","","","","Crispy triangular pastry filled with spiced potatoes","2 cups all-purpose flour||1/2 cup oil||1 tsp salt||3 medium potatoes||1 tsp cumin seeds||1 tsp ginger paste||2 green chilies||1 tsp turmeric||Salt to taste||Oil for frying","Make dough with flour, oil, salt and water||Boil and dice potatoes||Sauté cumin, ginger, chilies||Add potatoes, turmeric, salt||Roll dough, fill with mixture||Shape into triangles and deep fry until golden","Serve hot with tamarind chutney","snacks,bengali,fried,spicy,traditional","30 mins","20 mins","50 mins",8,"Medium",4.7,28,"snacks","Bengali","vegetarian",165,3.2,22.5,7.8,2.1,1.8,245.5,"published",234,67,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
193,"Pitha (Rice Cake)","pitha-rice-cake","images/pitha.jpg","","","","Traditional Bengali rice cake with jaggery filling","2 cups rice flour||1 cup jaggery||1 cup coconut||1/2 tsp cardamom powder||1/4 tsp salt||Water as needed||1 tbsp ghee","Mix rice flour with salt and warm water to make dough||Melt jaggery, add coconut and cardamom||Make small balls of dough||Fill with jaggery mixture||Steam for 15-20 minutes","Can be made sweet or savory","snacks,bengali,sweet,steamed,traditional","25 mins","20 mins","45 mins",10,"Medium",4.6,22,"snacks","Bengali","vegetarian,gluten-free",145,2.8,32.5,2.5,1.8,18.5,125.2,"published",189,43,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
194,"Fuchka (Pani Puri)","fuchka-pani-puri","images/fuchka.jpg","","","","Crispy hollow puris with spicy tamarind water","1 cup semolina||1/4 cup all-purpose flour||1/4 tsp salt||Oil for frying||2 tbsp tamarind paste||1 tsp chaat masala||1 tsp cumin powder||1 green chili||Mint leaves||Boiled chickpeas","Make dough with semolina, flour, salt||Roll small puris and deep fry||Make tamarind water with spices||Fill puris with chickpeas and tamarind water||Serve immediately","Eat quickly before puri gets soggy","snacks,street food,spicy,crispy,bengali","40 mins","15 mins","55 mins",6,"Medium",4.8,35,"snacks","Bengali","vegetarian",85,2.5,14.8,2.8,1.5,3.2,185.5,"published",312,89,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
195,"Beguni (Eggplant Fritters)","beguni-eggplant-fritters","images/beguni.jpg","","","","Crispy battered eggplant slices - perfect tea-time snack","2 medium eggplants||1 cup chickpea flour||1/2 tsp turmeric||1 tsp red chili powder||1 tsp salt||Water as needed||Oil for frying","Slice eggplants into rounds||Make batter with chickpea flour and spices||Dip eggplant slices in batter||Deep fry until golden and crispy||Serve hot with green chutney","Soak eggplant in salt water to remove bitterness","snacks,bengali,fried,vegetarian,crispy","15 mins","20 mins","35 mins",6,"Easy",4.5,18,"snacks","Bengali","vegetarian,gluten-free",125,4.2,12.5,8.5,3.2,2.8,285.5,"published",167,39,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
196,"Jhal Muri","jhal-muri","images/jhal-muri.jpg","","","","Spicy puffed rice mix - ultimate Bengali street snack","3 cups puffed rice||1 onion chopped||1 tomato chopped||2 green chilies||1 tsp mustard oil||1/2 tsp salt||1 tsp chaat masala||Cilantro leaves||1 boiled egg (optional)","Mix puffed rice with chopped vegetables||Add mustard oil, salt, chaat masala||Toss well and garnish with cilantro||Add boiled egg if desired||Serve immediately","Mix just before serving to keep crispy","snacks,bengali,spicy,healthy,street food","10 mins","0 mins","10 mins",4,"Easy",4.6,24,"snacks","Bengali","vegetarian",95,3.5,18.5,1.8,2.5,2.2,245.8,"published",198,56,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
197,"Aloo Chop","aloo-chop","images/aloo-chop.jpg","","","","Crispy potato cutlets with spiced filling","4 large potatoes||1 onion||2 green chilies||1 tsp ginger paste||1/2 tsp garam masala||1 egg||1 cup breadcrumbs||Oil for frying||Salt to taste","Boil and mash potatoes||Sauté onion, chilies, ginger||Mix with potatoes and spices||Shape into cutlets||Dip in egg, coat with breadcrumbs||Deep fry until golden","Can be made ahead and frozen","snacks,bengali,fried,potato,crispy","30 mins","15 mins","45 mins",8,"Medium",4.4,16,"snacks","Bengali","vegetarian",155,3.8,18.5,8.2,2.1,2.5,195.5,"published",143,34,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
198,"Dim er Devil","dim-er-devil","images/dim-devil.jpg","","","","Spicy egg devils - Bengali style deviled eggs","6 hard-boiled eggs||1 onion||2 green chilies||1 tsp ginger paste||1/2 tsp red chili powder||1 egg for coating||Breadcrumbs||Oil for frying||Salt to taste","Boil eggs, remove yolks||Sauté onion, chilies, ginger||Mix with egg yolks and spices||Stuff back into egg whites||Dip in beaten egg, coat with breadcrumbs||Deep fry until golden","Popular Bengali snack for special occasions","snacks,bengali,eggs,spicy,fried","25 mins","15 mins","40 mins",6,"Medium",4.7,21,"snacks","Bengali","",175,12.5,8.2,11.5,1.2,1.8,285.5,"published",176,48,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
199,"Fish Cutlet","fish-cutlet","images/fish-cutlet.jpg","","","","Crispy fish cutlets with Bengali spices","500g fish fillet||2 potatoes||1 onion||2 green chilies||1 tsp ginger paste||1/2 tsp garam masala||1 egg||Breadcrumbs||Oil for frying||Salt to taste","Steam fish and flake||Boil and mash potatoes||Sauté onion, chilies, ginger||Mix fish, potatoes, and spices||Shape into cutlets||Coat with egg and breadcrumbs||Deep fry until golden","Use any white fish like rohu or catla","snacks,bengali,fish,fried,protein","35 mins","20 mins","55 mins",8,"Medium",4.8,27,"snacks","Bengali","",185,15.8,12.5,10.2,1.8,2.1,245.8,"published",203,58,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
200,"Vegetable Spring Rolls","vegetable-spring-rolls","images/spring-rolls.jpg","","","","Crispy spring rolls with fresh vegetables","10 spring roll wrappers||1 carrot julienned||1 cabbage shredded||1 bell pepper||2 green onions||1 tsp soy sauce||1 tsp sesame oil||Salt to taste||Oil for frying","Sauté vegetables until tender||Season with soy sauce and sesame oil||Place filling on wrapper||Roll tightly, seal edges||Deep fry until golden and crispy||Serve with sweet chili sauce","Keep wrappers covered to prevent drying","snacks,asian,vegetarian,crispy,healthy","20 mins","15 mins","35 mins",5,"Medium",4.5,19,"snacks","Asian","vegetarian",145,3.2,18.5,6.8,2.8,3.5,285.2,"published",187,42,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
201,"Mozzarella Sticks","mozzarella-sticks","images/mozzarella-sticks.jpg","","","","Crispy breaded mozzarella cheese sticks","12 mozzarella string cheese||1 cup flour||2 eggs||2 cups breadcrumbs||1 tsp Italian seasoning||Oil for frying||Marinara sauce for dipping","Cut cheese into sticks||Set up breading station||Dip cheese in flour, egg, then breadcrumbs||Freeze for 30 minutes||Deep fry until golden||Serve immediately with marinara","Freezing prevents cheese from melting out","snacks,american,cheese,fried,crispy","15 mins","10 mins","25 mins",6,"Easy",4.7,32,"snacks","American","vegetarian",185,12.5,15.2,9.8,0.8,2.1,385.5,"published",245,69,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
202,"Chicken Wings","chicken-wings","images/chicken-wings.jpg","","","","Spicy buffalo chicken wings","2 lbs chicken wings||1/2 cup hot sauce||1/4 cup butter||1 tsp garlic powder||1 tsp paprika||Salt and pepper||Oil for frying||Blue cheese dressing","Season wings with salt, pepper, garlic powder||Deep fry until crispy||Melt butter, mix with hot sauce||Toss wings in buffalo sauce||Serve with blue cheese dressing and celery","Can be baked instead of fried for healthier option","snacks,american,chicken,spicy,protein","15 mins","25 mins","40 mins",8,"Medium",4.8,41,"snacks","American","",245,22.5,2.8,16.5,0.2,1.2,785.5,"published",367,94,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
203,"Nachos with Cheese","nachos-with-cheese","images/nachos.jpg","","","","Crispy tortilla chips with melted cheese sauce","1 bag tortilla chips||2 cups shredded cheddar cheese||1/2 cup milk||1 jalapeño sliced||1/4 cup sour cream||2 tbsp salsa||Green onions for garnish","Arrange chips on baking sheet||Sprinkle with cheese||Bake until cheese melts||Top with jalapeños, sour cream, salsa||Garnish with green onions||Serve immediately","Add ground beef or chicken for protein","snacks,mexican,cheese,baked,party","10 mins","15 mins","25 mins",6,"Easy",4.6,28,"snacks","Mexican","vegetarian",285,12.8,25.5,16.2,3.2,2.8,685.5,"published",198,56,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
204,"Onion Rings","onion-rings","images/onion-rings.jpg","","","","Crispy beer-battered onion rings","2 large onions||1 cup flour||1 cup beer||1 tsp baking powder||1 tsp salt||1/2 tsp paprika||Oil for frying||Ranch dressing for dipping","Slice onions into thick rings||Make batter with flour, beer, baking powder||Dip onion rings in batter||Deep fry until golden and crispy||Drain on paper towels||Serve with ranch dressing","Use cold beer for crispier batter","snacks,american,fried,crispy,vegetarian","15 mins","20 mins","35 mins",6,"Medium",4.5,23,"snacks","American","vegetarian",165,3.5,22.8,7.2,2.1,4.5,285.8,"published",176,41,1,0,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
205,"Popcorn Chicken","popcorn-chicken","images/popcorn-chicken.jpg","","","","Bite-sized crispy chicken pieces","1 lb chicken breast||1 cup flour||2 eggs||1 cup breadcrumbs||1 tsp garlic powder||1 tsp paprika||Salt and pepper||Oil for frying||Honey mustard sauce","Cut chicken into bite-sized pieces||Season with salt, pepper, garlic powder||Dip in flour, egg, then breadcrumbs||Deep fry until golden and cooked through||Serve with honey mustard sauce","Perfect for parties and movie nights","snacks,american,chicken,fried,crispy","20 mins","15 mins","35 mins",6,"Medium",4.7,35,"snacks","American","",205,18.5,12.8,10.2,0.8,1.5,385.5,"published",234,67,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
206,"Stuffed Jalapeño Poppers","stuffed-jalapeno-poppers","images/jalapeno-poppers.jpg","","","","Spicy jalapeños stuffed with cream cheese","12 jalapeño peppers||8 oz cream cheese||1 cup shredded cheddar||4 strips bacon||1/2 cup breadcrumbs||1 egg||Oil for frying","Cut jalapeños in half, remove seeds||Mix cream cheese and cheddar||Stuff jalapeños with cheese mixture||Wrap with bacon or coat with breadcrumbs||Bake or fry until golden||Serve hot","Wear gloves when handling jalapeños","snacks,american,spicy,cheese,appetizer","20 mins","20 mins","40 mins",6,"Medium",4.8,29,"snacks","American","",185,8.5,6.2,14.8,1.2,2.8,485.5,"published",203,58,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
207,"Samosa","samosa","images/samosa.jpg","","","","Crispy triangular pastry with spiced potato filling","2 cups flour||1/2 cup oil||1 tsp salt||4 potatoes||1 tsp cumin seeds||1 tsp coriander seeds||2 green chilies||1 inch ginger||1 tsp garam masala||Oil for frying","Make dough with flour, oil, salt||Boil and cube potatoes||Sauté spices, add potatoes||Make small circles with dough||Fill and shape into triangles||Deep fry until golden","Classic Indian snack loved worldwide","snacks,indian,fried,spicy,vegetarian","40 mins","25 mins","65 mins",10,"Medium",4.6,38,"snacks","Indian","vegetarian",155,3.2,22.5,6.8,2.5,2.1,245.5,"published",287,78,1,1,"2025-06-21 08:00:00","2025-06-21 08:00:00",,"0","approved",
