id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes
18,"Tuna Salad Sandwich","tuna-salad-sandwich","images/tuna-sandwich.jpg","","","","Creamy tuna salad on whole grain bread with crisp vegetables","2 cans tuna in water drained||1/4 cup mayonnaise||1 celery stalk diced||1/4 cup red onion finely diced||4 slices whole grain bread||4 lettuce leaves||1 tablespoon lemon juice||Salt and pepper to taste","Drain tuna thoroughly and flake in mixing bowl||Add mayonnaise, diced celery, and red onion||Mix in lemon juice, salt, and pepper||Stir until well combined||Toast bread if desired||Place lettuce leaves on two slices of bread||Divide tuna salad between sandwiches||Top with remaining bread slices||Cut in half and serve immediately","Add diced pickles or capers for extra flavor and crunch","sandwich,tuna,healthy,protein","10 mins","0 mins","10 mins",2,"Easy",4.6,39,"lunch","American","",385,28.5,32.8,16.2,4.5,3.8,890.5,"published",267,58,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
19,"Lentil Soup","lentil-soup","images/lentil-soup.jpg","","","","Hearty lentil soup with vegetables and warming spices","1 cup dried green lentils||1 large onion diced||2 carrots diced||2 celery stalks diced||4 cups vegetable broth||1 teaspoon ground cumin||1/2 teaspoon smoked paprika||2 tablespoons olive oil||2 cloves garlic minced||Salt and pepper to taste","Heat olive oil in large pot over medium heat||Sauté onion, carrots, and celery until softened, about 8 minutes||Add minced garlic, cumin, and paprika, cook 1 minute||Add lentils and vegetable broth||Bring to boil, then reduce heat and simmer||Cook for 30 minutes until lentils are tender||Season with salt and pepper||Serve hot with crusty bread","Soup will thicken as it sits - add more broth if needed when reheating","soup,lentil,vegan,healthy","15 mins","30 mins","45 mins",4,"Medium",4.8,52,"lunch","Middle Eastern","vegan,gluten-free",285,18.2,42.5,6.8,12.5,8.1,520.8,"published",389,98,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
20,"Chicken Caesar Wrap","chicken-caesar-wrap","images/caesar-wrap.jpg","","","","Caesar salad with grilled chicken wrapped in a flour tortilla","2 cups romaine lettuce chopped||1 grilled chicken breast sliced||1/4 cup Caesar dressing||1/4 cup grated Parmesan cheese||2 large flour tortillas||2 tablespoons olive oil||Salt and pepper to taste","Season chicken breast with salt, pepper, and olive oil||Grill chicken for 6-7 minutes per side until cooked through||Let rest 5 minutes, then slice into strips||Wash and chop romaine lettuce||Toss lettuce with Caesar dressing||Warm tortillas slightly to make them pliable||Divide dressed lettuce between tortillas||Top with sliced chicken and Parmesan cheese||Roll tightly, tucking in sides||Cut in half diagonally and serve","Make your own Caesar dressing for best flavor, or use high-quality store-bought","wrap,caesar,chicken,protein","15 mins","10 mins","25 mins",2,"Easy",4.7,34,"lunch","Italian-American","",420,32.5,28.8,22.1,3.2,4.5,980.5,"published",278,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
21,"Mediterranean Pasta Salad","mediterranean-pasta-salad","images/pasta-salad.jpg","","","","Pasta salad with olives, feta, tomatoes, and herbs","2 cups penne pasta||1/2 cup Kalamata olives pitted||1/2 cup crumbled feta cheese||1 cup cherry tomatoes halved||1/4 cup red wine vinegar||1/4 cup extra virgin olive oil||2 tablespoons fresh oregano||1 cucumber diced||Salt and pepper to taste","Cook pasta according to package directions until al dente||Drain and rinse with cold water to cool||Halve cherry tomatoes and dice cucumber||Pit and halve Kalamata olives||Whisk together olive oil, red wine vinegar, oregano, salt, and pepper||Combine cooled pasta with vegetables and olives||Toss with dressing until well coated||Add crumbled feta cheese and gently mix||Chill for at least 30 minutes before serving||Serve chilled or at room temperature","This salad tastes better after marinating - make it a few hours ahead if possible","pasta,mediterranean,vegetarian,salad","15 mins","10 mins","25 mins",4,"Easy",4.6,41,"lunch","Mediterranean","vegetarian",385,14.8,48.5,16.8,4.2,8.5,680.2,"published",312,87,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
22,"BLT Sandwich","blt-sandwich","images/blt-sandwich.jpg","","","","Classic bacon, lettuce, and tomato sandwich","8 slices thick-cut bacon||4 slices sourdough bread||4 large lettuce leaves||2 large ripe tomatoes||1/4 cup mayonnaise||Salt and freshly ground pepper","Cook bacon in large skillet over medium heat until crispy||Drain on paper towels||Toast bread slices until golden brown||Slice tomatoes into 1/4-inch thick slices||Season tomato slices with salt and pepper||Spread mayonnaise generously on all toast slices||Layer lettuce leaves on two slices||Add tomato slices over lettuce||Top with crispy bacon strips||Cover with remaining toast slices||Secure with toothpicks and cut diagonally","Use ripe, in-season tomatoes for the best flavor - this makes all the difference","sandwich,bacon,classic,comfort","10 mins","10 mins","20 mins",2,"Easy",4.8,78,"lunch","American","",465,18.5,38.2,28.8,3.8,6.2,1180.8,"published",445,134,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
23,"Chickpea Salad","chickpea-salad","images/chickpea-salad.jpg","","","","Refreshing Mediterranean chickpea salad with cucumber and herbs","1 can chickpeas drained and rinsed||1 large cucumber diced||1/4 cup red onion finely diced||1/4 cup fresh parsley chopped||2 tablespoons extra virgin olive oil||1 lemon juiced||1 teaspoon dried oregano||Salt and pepper to taste","Rinse and drain chickpeas thoroughly||Dice cucumber and red onion||Finely chop fresh parsley||Combine chickpeas, cucumber, onion, and parsley in large bowl||Whisk together olive oil, lemon juice, oregano, salt, and pepper||Pour dressing over chickpea mixture||Toss well to combine all ingredients||Let marinate for 15 minutes to allow flavors to develop||Serve chilled or at room temperature","Add crumbled feta cheese or chopped tomatoes for extra Mediterranean flavor","chickpea,mediterranean,vegan,protein","10 mins","0 mins","10 mins",4,"Easy",4.7,33,"lunch","Mediterranean","vegan,gluten-free",245,12.8,32.5,8.5,8.2,6.1,380.5,"published",198,56,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
24,"Beef and Veggie Stir-Fry","beef-veggie-stir-fry","images/stir-fry.jpg","","","","Quick Asian-inspired stir-fry with tender beef and colorful vegetables","1 lb beef sirloin cut into strips||1 bell pepper sliced||1 cup broccoli florets||1 large carrot sliced||2 tablespoons soy sauce||1 tablespoon oyster sauce||1 tablespoon sesame oil||2 cloves garlic minced||1 tablespoon vegetable oil||1 teaspoon cornstarch","Slice beef into thin strips against the grain||Marinate beef with soy sauce and cornstarch for 10 minutes||Heat vegetable oil in large wok or skillet over high heat||Stir-fry beef strips for 3-4 minutes until browned||Remove beef and set aside||Add vegetables to same pan||Stir-fry vegetables for 5-7 minutes until crisp-tender||Return beef to pan with oyster sauce and sesame oil||Toss everything together for 1-2 minutes||Serve immediately over rice","Cut vegetables uniformly for even cooking, and don't overcrowd the pan","stir-fry,beef,asian,quick","15 mins","15 mins","30 mins",4,"Medium",4.6,29,"lunch","Asian","gluten-free option",385,28.5,18.2,22.8,4.5,8.1,890.5,"published",523,145,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
25,"Avocado Toast with Egg","avocado-toast-with-egg","images/avocado-toast.jpg","","","","Creamy avocado toast topped with a perfectly fried egg","2 slices whole grain bread||1 large ripe avocado||2 eggs||Salt and pepper to taste||1 tablespoon olive oil||1 tablespoon lemon juice||Red pepper flakes optional","Toast bread slices until golden brown||Cut avocado in half, remove pit||Mash avocado with lemon juice, salt, and pepper||Heat olive oil in non-stick skillet over medium heat||Crack eggs into skillet and fry to desired doneness||Spread mashed avocado evenly on toast||Top each slice with a fried egg||Season with additional salt, pepper, and red pepper flakes||Serve immediately while eggs are warm","For best results, use ripe but firm avocados and farm-fresh eggs","avocado,toast,egg,healthy","10 mins","5 mins","15 mins",2,"Easy",4.8,67,"lunch","Modern American","vegetarian",385,16.8,28.5,24.2,8.5,3.8,520.5,"published",567,178,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
26,"Spinach and Feta Quesadilla","spinach-feta-quesadilla","images/quesadilla.jpg","","","","Cheesy quesadilla with spinach and feta cheese","4 flour tortillas||2 cups fresh spinach||1/2 cup crumbled feta cheese||1/2 cup shredded mozzarella||1 tablespoon olive oil||1 clove garlic minced||Salt and pepper to taste","Heat olive oil in large skillet over medium heat||Add minced garlic and cook for 30 seconds||Add fresh spinach and cook until wilted||Season with salt and pepper||Remove from heat and let cool slightly||Mix wilted spinach with feta and mozzarella||Place filling on half of each tortilla||Fold tortillas in half||Cook in clean skillet 3-4 minutes per side until golden||Cut into wedges and serve hot","Squeeze excess water from cooked spinach for best results","quesadilla,spinach,vegetarian,cheese","10 mins","10 mins","20 mins",2,"Easy",4.7,34,"lunch","Mexican","vegetarian",385,18.5,32.8,22.1,4.2,3.8,680.5,"published",298,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
27,"Shrimp Fried Rice","shrimp-fried-rice","images/fried-rice.jpg","","","","Flavorful fried rice with shrimp and mixed vegetables","1 cup cooked rice chilled||1/2 lb medium shrimp peeled||1 cup frozen peas||1 large carrot diced||2 eggs beaten||2 tablespoons soy sauce||2 tablespoons vegetable oil||2 green onions chopped||1 clove garlic minced","Heat 1 tablespoon oil in large wok or skillet over high heat||Add shrimp and cook 2-3 minutes until pink||Remove shrimp and set aside||Add remaining oil to pan||Scramble beaten eggs and remove||Add garlic, carrot, and peas, stir-fry 3 minutes||Add chilled rice, breaking up clumps||Stir-fry rice for 5 minutes until heated through||Return shrimp and eggs to pan||Add soy sauce and green onions||Toss everything together and serve hot","Use day-old rice for best texture - freshly cooked rice will be too sticky","fried-rice,shrimp,asian,quick","15 mins","15 mins","30 mins",4,"Medium",4.6,42,"lunch","Asian","gluten-free option",385,22.8,48.5,12.8,3.5,6.2,890.5,"published",445,123,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
28,"Cobb Salad","cobb-salad","images/cobb-salad.jpg","","","","Hearty American salad with bacon, egg, and avocado","4 cups mixed lettuce||2 hard-boiled eggs chopped||4 strips bacon cooked||1 ripe avocado sliced||1/2 cup blue cheese crumbles||1 cup cherry tomatoes halved||1/4 cup ranch dressing||1 grilled chicken breast sliced","Arrange mixed lettuce as base in large salad bowl||Cook bacon until crispy, crumble when cool||Hard-boil eggs, cool and chop||Grill chicken breast and slice||Slice avocado just before serving||Arrange toppings in rows over lettuce||Include chopped eggs, bacon, avocado, chicken, tomatoes||Sprinkle blue cheese over entire salad||Serve with ranch dressing on the side","Arrange ingredients in neat rows for classic Cobb presentation","salad,cobb,bacon,protein","15 mins","10 mins","25 mins",4,"Easy",4.8,56,"lunch","American","gluten-free",485,32.8,12.8,38.5,6.2,8.1,1180.8,"published",567,167,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
29,"Pesto Pasta","pesto-pasta","images/pesto-pasta.jpg","","","","Quick pasta with homemade basil pesto sauce","2 cups penne pasta||1/2 cup fresh basil leaves||1/4 cup pine nuts||1/4 cup grated Parmesan||1/3 cup extra virgin olive oil||1 clove garlic||Salt and pepper to taste||Cherry tomatoes for garnish","Cook pasta according to package directions until al dente||Reserve 1/2 cup pasta water before draining||In food processor, pulse garlic and pine nuts||Add basil leaves and pulse until chopped||With processor running, slowly add olive oil||Add Parmesan cheese and pulse to combine||Season pesto with salt and pepper||Toss hot pasta with pesto||Add pasta water if needed for consistency||Garnish with cherry tomatoes and serve","Make extra pesto and freeze in ice cube trays for quick future meals","pasta,pesto,italian,vegetarian","10 mins","10 mins","20 mins",4,"Easy",4.7,89,"lunch","Italian","vegetarian",420,14.8,48.5,20.8,3.2,4.5,380.5,"published",623,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
30,"BBQ Chicken Flatbread","bbq-chicken-flatbread","images/bbq-flatbread.jpg","","","","Flatbread pizza with BBQ chicken and red onion","2 naan flatbreads||1 grilled chicken breast shredded||1/4 cup BBQ sauce||1/2 cup shredded mozzarella||1/4 cup red onion thinly sliced||2 tablespoons fresh cilantro||1 tablespoon olive oil","Preheat oven to 425°F||Brush flatbreads with olive oil||Spread BBQ sauce evenly on flatbreads||Top with shredded chicken and red onion||Sprinkle mozzarella cheese over top||Bake for 12-15 minutes until cheese melts||Remove from oven and top with fresh cilantro||Cut into wedges and serve hot","Use rotisserie chicken for a quick shortcut","flatbread,bbq,chicken,pizza","15 mins","15 mins","30 mins",2,"Medium",4.6,38,"lunch","American","",520,28.5,45.8,24.2,2.8,12.1,980.5,"published",398,112,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
31,"Falafel Pita","falafel-pita","images/falafel-pita.jpg","","","","Pita pocket stuffed with falafel and tahini sauce","8 falafel balls store-bought or homemade||2 pita bread rounds||1/2 cup shredded lettuce||1/2 cup diced tomatoes||1/4 cup tahini sauce||1/4 cup cucumber diced||2 tablespoons lemon juice||Salt and pepper to taste","Heat falafel according to package directions or make fresh||Warm pita bread in oven or microwave||Cut pita rounds in half to create pockets||Mix tahini with lemon juice to make sauce||Stuff each pita half with lettuce and tomatoes||Add 2 falafel balls per pita half||Drizzle with tahini sauce||Add diced cucumber||Season with salt and pepper||Serve immediately","Make your own falafel for best flavor, or buy high-quality frozen ones","falafel,middle-eastern,vegetarian,pita","15 mins","10 mins","25 mins",2,"Medium",4.7,45,"lunch","Middle Eastern","vegetarian,vegan option",385,16.8,45.8,18.5,8.2,6.1,580.5,"published",334,98,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
32,"Creamy Mushroom Soup","creamy-mushroom-soup","images/mushroom-soup.jpg","","","","Rich and creamy soup with mixed mushrooms and fresh thyme","1 lb mixed mushrooms sliced||1 large onion diced||2 cloves garlic minced||2 cups vegetable broth||1/2 cup heavy cream||1 teaspoon fresh thyme||2 tablespoons butter||2 tablespoons flour||Salt and pepper to taste","Melt butter in large pot over medium heat||Sauté diced onion until translucent||Add minced garlic and cook 1 minute||Add sliced mushrooms and cook until softened||Sprinkle flour over mushrooms and stir||Gradually add vegetable broth, stirring constantly||Add fresh thyme and bring to simmer||Cook 15 minutes until thickened||Stir in heavy cream||Season with salt and pepper||Serve hot with crusty bread","Use a mix of mushroom varieties for complex flavor","soup,mushroom,creamy,vegetarian","15 mins","25 mins","40 mins",4,"Medium",4.8,67,"lunch","French","vegetarian",285,8.5,18.2,22.1,3.8,6.2,680.5,"published",445,134,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
33,"Salmon Avocado Bowl","salmon-avocado-bowl","images/salmon-bowl.jpg","","","","Healthy rice bowl with baked salmon and avocado","1 cup sushi rice||2 salmon fillets||1 ripe avocado sliced||1/2 cup cucumber sliced||2 tablespoons soy sauce||1 tablespoon sesame seeds||1 tablespoon rice vinegar||2 teaspoons sesame oil||1 sheet nori cut into strips","Cook sushi rice according to package directions||Season salmon with salt and pepper||Bake salmon at 400°F for 12-15 minutes||Let salmon cool slightly, then flake||Mix rice vinegar into cooked rice||Divide rice between two bowls||Top with flaked salmon and avocado slices||Add cucumber slices||Drizzle with soy sauce and sesame oil||Sprinkle with sesame seeds and nori strips||Serve immediately","Use sushi-grade salmon for best quality and flavor","salmon,bowl,healthy,japanese","15 mins","15 mins","30 mins",2,"Medium",4.9,78,"lunch","Japanese","gluten-free",485,28.5,45.8,22.8,6.2,4.5,680.5,"published",567,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
34,"Egg Salad Sandwich","egg-salad-sandwich","images/egg-sandwich.jpg","","","","Classic creamy egg salad on toasted bread","4 hard-boiled eggs||1/4 cup mayonnaise||1 tablespoon yellow mustard||4 slices whole grain bread||4 lettuce leaves||1 tablespoon fresh chives chopped||Salt and pepper to taste||Paprika for garnish","Hard-boil eggs, cool completely, then peel||Chop eggs into small pieces||Mix chopped eggs with mayonnaise and mustard||Add chopped chives, salt, and pepper||Stir until well combined||Toast bread slices if desired||Place lettuce leaves on two slices of bread||Divide egg salad between sandwiches||Sprinkle with paprika||Top with remaining bread slices||Cut in half and serve","For perfect hard-boiled eggs, boil 10 minutes then ice bath","sandwich,egg,classic,protein","10 mins","10 mins","20 mins",2,"Easy",4.6,45,"lunch","American","vegetarian",385,18.5,32.8,22.1,4.2,3.8,680.5,"published",334,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
35,"Veggie Sushi Roll","veggie-sushi-roll","images/sushi-roll.jpg","","","","Homemade vegetarian sushi with avocado and cucumber","1 cup sushi rice||2 nori sheets||1 ripe avocado sliced||1 cucumber cut into strips||2 tablespoons rice vinegar||1 tablespoon sugar||1 teaspoon salt||Soy sauce for serving||Pickled ginger for serving","Cook sushi rice according to package directions||Mix rice vinegar, sugar, and salt||Fold seasoning into warm rice and cool||Place nori sheet on bamboo mat||Spread rice evenly over nori, leaving 1-inch border||Arrange avocado and cucumber strips in center||Roll tightly using bamboo mat||Seal edge with water||Cut into 8 pieces with sharp knife||Serve with soy sauce and pickled ginger","Keep hands wet when handling sushi rice to prevent sticking","sushi,vegetarian,japanese,healthy","20 mins","15 mins","35 mins",4,"Medium",4.7,56,"lunch","Japanese","vegetarian,vegan",285,6.8,52.8,8.5,6.2,4.5,380.5,"published",298,78,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
36,"Chicken Noodle Soup","chicken-noodle-soup","images/noodle-soup.jpg","","","","Classic comforting soup with chicken and egg noodles","1 boneless chicken breast||4 cups chicken broth||1 cup egg noodles||1 large carrot sliced||1 celery stalk sliced||1 small onion diced||1 tablespoon fresh parsley||2 tablespoons olive oil||Salt and pepper to taste","Heat olive oil in large pot over medium heat||Sauté onion, carrot, and celery until softened||Add chicken breast and brown on both sides||Pour in chicken broth and bring to boil||Reduce heat and simmer 20 minutes||Remove chicken, shred when cool enough to handle||Return shredded chicken to pot||Add egg noodles and cook 8-10 minutes||Stir in fresh parsley||Season with salt and pepper||Serve hot","This soup tastes even better the next day","soup,chicken,comfort,classic","15 mins","25 mins","40 mins",4,"Medium",4.8,89,"lunch","American","",285,22.8,28.5,8.5,3.2,4.5,890.5,"published",623,167,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
37,"Roasted Veggie Sandwich","roasted-veggie-sandwich","images/veggie-sandwich.jpg","","","","Gourmet sandwich with roasted vegetables and goat cheese","4 slices artisan bread||1 zucchini sliced||1 red bell pepper sliced||1 red onion sliced||1/2 cup goat cheese||2 tablespoons olive oil||1 teaspoon balsamic vinegar||Fresh basil leaves||Salt and pepper to taste","Preheat oven to 425°F||Toss sliced vegetables with olive oil, salt, and pepper||Roast vegetables for 20-25 minutes until tender||Toast bread slices until golden||Spread goat cheese on two slices of bread||Layer roasted vegetables on top of goat cheese||Drizzle with balsamic vinegar||Add fresh basil leaves||Top with remaining bread slices||Cut in half and serve warm","Roast vegetables ahead of time for quick assembly","sandwich,roasted,vegetarian,gourmet","15 mins","20 mins","35 mins",2,"Medium",4.6,34,"lunch","Mediterranean","vegetarian",420,16.8,45.8,22.1,6.2,8.1,580.5,"published",267,78,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
38,"Tofu Stir-Fry","tofu-stir-fry","images/tofu-stir-fry.jpg","","","","Flavorful Asian stir-fry with crispy tofu and vegetables","14 oz firm tofu cubed||1 red bell pepper sliced||1 cup broccoli florets||2 tablespoons soy sauce||1 tablespoon sesame oil||1 tablespoon vegetable oil||1 clove garlic minced||1 teaspoon fresh ginger grated||Green onions for garnish","Press tofu to remove excess water, then cube||Heat vegetable oil in large wok or skillet||Fry tofu cubes until golden on all sides||Remove tofu and set aside||Add garlic and ginger to pan, cook 30 seconds||Add bell pepper and broccoli||Stir-fry vegetables 5-7 minutes until crisp-tender||Return tofu to pan||Add soy sauce and sesame oil||Toss everything together||Garnish with green onions and serve over rice","Press tofu well for best texture - wrap in paper towels and weight down","stir-fry,tofu,vegan,asian","15 mins","15 mins","30 mins",4,"Medium",4.7,42,"lunch","Asian","vegan,gluten-free option",320,18.5,22.8,20.8,4.5,6.2,680.5,"published",389,98,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
39,"Greek Salad Pita","greek-salad-pita","images/greek-pita.jpg","","","","Pita pocket filled with fresh Greek salad and tzatziki","2 pita bread rounds||1 large cucumber diced||1/2 cup cherry tomatoes halved||1/4 cup red onion thinly sliced||1/4 cup crumbled feta cheese||1/4 cup tzatziki sauce||2 tablespoons olive oil||1 tablespoon red wine vinegar||1 teaspoon dried oregano","Warm pita bread and cut in half to create pockets||Dice cucumber and halve cherry tomatoes||Thinly slice red onion||Whisk together olive oil, vinegar, and oregano||Toss cucumber, tomatoes, and onion with dressing||Add crumbled feta cheese and gently mix||Stuff each pita half with Greek salad mixture||Add a dollop of tzatziki sauce||Serve immediately","Make your own tzatziki with Greek yogurt, cucumber, and garlic","pita,greek,vegetarian,fresh","10 mins","0 mins","10 mins",2,"Easy",4.8,56,"lunch","Greek","vegetarian",320,14.8,38.5,16.2,4.5,8.1,680.5,"published",445,123,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
40,"Ham and Swiss Panini","ham-and-swiss-panini","images/panini.jpg","","","","Grilled panini with ham, Swiss cheese, and Dijon mustard","4 slices sourdough bread||4 oz sliced ham||4 slices Swiss cheese||2 tablespoons Dijon mustard||2 tablespoons butter softened||1 tablespoon mayonnaise||Pickle spears for serving","Spread Dijon mustard on two slices of bread||Layer ham and Swiss cheese on mustard side||Top with remaining bread slices||Spread softened butter on outside of sandwiches||Heat panini press or grill pan over medium heat||Grill sandwiches 3-4 minutes per side until golden||Cheese should be melted and bread crispy||Cut diagonally and serve hot||Serve with pickle spears on the side","Use good quality ham and cheese for best results","panini,ham,cheese,grilled","10 mins","10 mins","20 mins",2,"Easy",4.6,38,"lunch","French","",485,28.5,32.8,28.8,2.8,4.5,1180.8,"published",334,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
41,"Sweet Potato Black Bean Bowl","sweet-potato-black-bean-bowl","images/sweet-potato-bowl.jpg","","","","Nutritious bowl with spiced sweet potatoes and black beans","2 large sweet potatoes cubed||1 can black beans drained||1 ripe avocado sliced||1/4 cup red onion diced||1/4 cup salsa||1 teaspoon cumin||1 teaspoon chili powder||2 tablespoons olive oil||1 lime juiced||Fresh cilantro for garnish","Preheat oven to 425°F||Cube sweet potatoes and toss with olive oil||Season with cumin, chili powder, salt, and pepper||Roast sweet potatoes 25-30 minutes until tender||Heat black beans in small saucepan||Divide roasted sweet potatoes between bowls||Top with warm black beans||Add avocado slices and diced red onion||Drizzle with lime juice||Top with salsa and fresh cilantro||Serve warm","Sweet potatoes can be roasted ahead and reheated","bowl,sweet-potato,vegan,healthy","15 mins","25 mins","40 mins",4,"Medium",4.7,67,"lunch","Mexican","vegan,gluten-free",385,14.8,62.8,12.8,12.5,18.1,380.5,"published",523,145,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
42,"Turkey and Cheese Wrap","turkey-cheese-wrap","images/turkey-wrap.jpg","","","","Protein-packed wrap with turkey, cheese, and fresh vegetables","4 flour tortillas||8 oz sliced turkey||4 slices cheddar cheese||1 cup lettuce leaves||1 large tomato sliced||1/4 cup red onion sliced||1/4 cup mayonnaise||1 tablespoon mustard||Salt and pepper to taste","Lay tortillas flat on clean surface||Mix mayonnaise and mustard together||Spread sauce mixture evenly on tortillas||Layer turkey slices on each tortilla||Add cheese slices over turkey||Top with lettuce, tomato, and red onion||Season with salt and pepper||Roll tortillas tightly, tucking in sides||Cut in half diagonally||Secure with toothpicks if needed||Serve immediately","Use freshly sliced deli turkey for best flavor","wrap,turkey,cheese,protein","10 mins","0 mins","10 mins",4,"Easy",4.5,34,"lunch","American","",420,28.5,32.8,22.1,3.2,4.5,980.5,"published",298,78,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
43,"Asian Lettuce Wraps","asian-lettuce-wraps","images/lettuce-wraps.jpg","","","","Light and fresh lettuce wraps with seasoned ground chicken","1 lb ground chicken||1 head butter lettuce||1 can water chestnuts diced||2 green onions chopped||2 tablespoons soy sauce||1 tablespoon sesame oil||1 tablespoon rice vinegar||1 clove garlic minced||1 teaspoon fresh ginger grated||Hoisin sauce for serving","Separate lettuce leaves and wash thoroughly||Heat sesame oil in large skillet over medium-high heat||Add ground chicken and cook until browned||Add garlic and ginger, cook 1 minute||Stir in diced water chestnuts||Add soy sauce and rice vinegar||Cook 2-3 minutes more||Remove from heat and add green onions||Spoon chicken mixture into lettuce cups||Drizzle with hoisin sauce||Serve immediately","Choose large, cup-shaped lettuce leaves for best wrapping","lettuce-wraps,chicken,asian,light","15 mins","15 mins","30 mins",4,"Easy",4.8,56,"lunch","Asian","gluten-free option",285,28.5,8.5,16.2,3.2,4.5,680.5,"published",445,134,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
44,"Ramen Noodle Soup","ramen-noodle-soup","images/ramen-soup.jpg","","","","Homemade ramen with rich broth and fresh toppings","2 packs ramen noodles discard seasoning||4 cups chicken broth||1 soft-boiled egg||1/4 cup corn kernels||2 green onions sliced||1 sheet nori cut into strips||1 tablespoon soy sauce||1 tablespoon miso paste||1 teaspoon sesame oil||Bean sprouts for garnish","Heat chicken broth in large pot||Whisk in miso paste and soy sauce||Bring to gentle simmer||Cook ramen noodles according to package directions||Drain noodles and divide between bowls||Ladle hot broth over noodles||Top with soft-boiled egg cut in half||Add corn kernels and bean sprouts||Garnish with green onions and nori strips||Drizzle with sesame oil||Serve immediately","Soft-boil eggs for 6-7 minutes for perfect jammy yolks","ramen,soup,japanese,comfort","10 mins","15 mins","25 mins",2,"Medium",4.6,78,"lunch","Japanese","",420,22.8,52.8,16.2,4.5,6.2,1180.8,"published",567,156,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
45,"Caprese Grilled Cheese","caprese-grilled-cheese","images/caprese-grilled-cheese.jpg","","","","Elevated grilled cheese with mozzarella, tomato, and basil","4 slices sourdough bread||4 oz fresh mozzarella sliced||1 large tomato sliced||8 fresh basil leaves||2 tablespoons butter||1 tablespoon balsamic glaze||Salt and pepper to taste","Slice mozzarella and tomato into 1/4-inch thick slices||Season tomato slices with salt and pepper||Butter one side of each bread slice||Place bread butter-side down in skillet||Layer mozzarella, tomato, and basil on two slices||Drizzle with balsamic glaze||Top with remaining bread, butter-side up||Cook over medium heat 3-4 minutes per side||Cook until golden brown and cheese melts||Cut diagonally and serve hot","Use high-quality fresh mozzarella for best melting","grilled-cheese,caprese,italian,comfort","10 mins","8 mins","18 mins",2,"Easy",4.7,45,"lunch","Italian","vegetarian",485,22.8,38.5,28.8,3.2,6.2,680.5,"published",389,112,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
