id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes
294,"Shorshe Ilish","shorshe-ilish","images/shorshe-ilish.jpg","","","","Hilsa fish in mustard sauce - Bengali delicacy","1 kg hilsa fish cut in steaks||3 tbsp mustard seeds||2 green chilies||1 tsp turmeric||1 tsp red chili powder||Mustard oil||Salt to taste||Nigella seeds||Green chilies for garnish","Grind mustard seeds with green chilies and little water||Marinate fish with turmeric and salt||Heat mustard oil until smoking||Fry fish lightly on both sides||In same oil, add nigella seeds||Add mustard paste, cook until fragrant||Add little water to make thin gravy||Add fried fish pieces||Cover and simmer 5 minutes||Garnish with slit green chilies","Use fresh hilsa for authentic taste. Don't overcook to maintain fish texture","hilsa,mustard,bengali,traditional,deshi","15 mins","20 mins","35 mins",4,"Medium",5.0,28,"lunch","Bengali","",350,26.5,2.8,25.2,1.2,1.8,480.5,"published",320,92,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
295,"Chicken Caesar Wrap","chicken-caesar-wrap","images/chicken-caesar-wrap.jpg","","","","Grilled chicken with Caesar salad in tortilla","4 large tortillas||2 chicken breasts||1 head romaine lettuce||1/2 cup Caesar dressing||1/4 cup Parmesan cheese||1/4 cup croutons crushed||2 tbsp olive oil||Salt and pepper||Lemon juice","Season chicken with salt and pepper||Grill chicken until cooked through||Let cool and slice into strips||Wash and chop romaine lettuce||Mix lettuce with Caesar dressing||Warm tortillas slightly||Place lettuce mixture on tortilla||Add sliced chicken||Sprinkle Parmesan and crushed croutons||Roll tightly and cut in half||Serve immediately","Crush croutons for better texture in wrap. Warm tortillas for easy rolling","wrap,chicken,caesar,portable,bideshi","15 mins","12 mins","27 mins",4,"Easy",4.5,22,"lunch","American","",420,28.5,35.2,22.8,3.5,4.2,890.2,"published",165,38,1,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
296,"Morog Pulao","morog-pulao","images/morog-pulao.jpg","","","","Aromatic chicken pilaf Bengali style","2 cups basmati rice||1 kg chicken cut in pieces||1 cup yogurt||2 onions sliced||4 green cardamom||2 bay leaves||1 cinnamon stick||4 cloves||1 tsp ginger paste||1 tsp garlic paste||1 tsp red chili powder||1/2 tsp turmeric||Ghee||Salt to taste||Saffron","Marinate chicken with yogurt and spices||Soak rice for 30 minutes||Heat ghee, fry onions until golden||Add whole spices, then chicken||Cook chicken until 80% done||In another pot, boil rice with whole spices||Layer rice over chicken||Sprinkle fried onions and saffron||Cover tightly, cook on dum for 30 minutes||Let it rest 10 minutes before serving","Use good quality basmati rice. Dum cooking is essential for authentic flavor","pulao,chicken,aromatic,bengali,deshi","30 mins","45 mins","75 mins",6,"Medium",4.8,35,"lunch","Bengali","",385,26.8,42.5,14.2,2.8,3.5,520.8,"published",285,68,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
297,"Thai Green Curry","thai-green-curry","images/thai-green-curry.jpg","","","","Spicy coconut curry with vegetables","400ml coconut milk||3 tbsp green curry paste||500g mixed vegetables||2 chicken breasts sliced||2 thai eggplants||1 red bell pepper||Thai basil leaves||2 tbsp fish sauce||1 tbsp palm sugar||2 kaffir lime leaves||2 thai chilies||Jasmine rice for serving","Heat thick coconut milk in wok||Add curry paste, fry until fragrant||Add chicken, cook until white||Add remaining coconut milk||Add hard vegetables first||Simmer until vegetables are tender||Add fish sauce and palm sugar||Add lime leaves and basil||Adjust seasoning||Serve hot with jasmine rice","Use Thai ingredients for authentic flavor. Don't overcook vegetables","thai,curry,coconut,spicy,bideshi","15 mins","20 mins","35 mins",4,"Medium",4.6,26,"lunch","Thai","",320,22.5,18.8,20.2,4.2,8.5,850.5,"published",195,45,3,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
298,"Dal Bhat Tarkari","dal-bhat-tarkari","images/dal-bhat-tarkari.jpg","","","","Complete Bengali meal with dal, rice and vegetables","1 cup rice||1 cup masoor dal||2 cups mixed vegetables||2 onions chopped||4 cloves garlic||1 inch ginger||2 green chilies||1 tsp turmeric||1 tsp cumin seeds||2 bay leaves||Mustard oil||Salt to taste||Fresh coriander","Cook rice separately||Boil dal with turmeric until soft||Heat oil, add cumin seeds and bay leaves||Add onions, cook until golden||Add ginger-garlic paste and green chilies||Add vegetables, cook until tender||Add cooked dal and mix||Simmer until thick consistency||Garnish with coriander||Serve with rice and pickle","This is everyday Bengali comfort food. Adjust vegetables as per season","dal,rice,vegetables,complete-meal,deshi","20 mins","30 mins","50 mins",4,"Easy",4.7,32,"lunch","Bengali","vegetarian",280,14.2,48.5,6.8,6.2,4.5,320.8,"published",220,52,2,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
299,"Beef Tacos","beef-tacos","images/beef-tacos.jpg","","","","Mexican-style seasoned ground beef tacos","500g ground beef||8 taco shells||1 onion diced||2 cloves garlic minced||1 tbsp chili powder||1 tsp cumin||1 tsp paprika||1/2 tsp oregano||Salt and pepper||Lettuce shredded||Tomatoes diced||Cheese shredded||Sour cream||Salsa","Heat oil in large pan||Cook onion until soft||Add garlic, cook 1 minute||Add ground beef, cook until browned||Add spices, cook 2 minutes||Add little water, simmer 5 minutes||Warm taco shells as per package||Fill shells with beef mixture||Top with lettuce, tomatoes, cheese||Serve with sour cream and salsa","Don't overfill tacos. Serve immediately while shells are warm","tacos,beef,mexican,handheld,bideshi","10 mins","15 mins","25 mins",4,"Easy",4.4,28,"lunch","Mexican","",385,22.8,25.5,24.2,3.8,5.2,680.5,"published",155,42,1,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
300,"Chingri Malai Curry","chingri-malai-curry","images/chingri-malai-curry.jpg","","","","Prawns in coconut cream curry","500g large prawns||1 cup coconut milk||2 onions chopped||4 cloves garlic||1 inch ginger||2 green chilies||1 tsp turmeric||1 tsp red chili powder||1 tsp cumin powder||2 bay leaves||Mustard oil||Salt to taste||Fresh coriander||Garam masala powder","Clean and devein prawns||Heat mustard oil, fry prawns lightly||Remove prawns, set aside||In same oil, add bay leaves||Add onions, cook until golden||Add ginger-garlic paste and green chilies||Add all spices, cook until fragrant||Add coconut milk and bring to boil||Add fried prawns||Simmer 5 minutes until prawns are cooked||Sprinkle garam masala and coriander","Don't overcook prawns as they become rubbery. Use fresh coconut milk","prawns,coconut,bengali,creamy,deshi","15 mins","20 mins","35 mins",4,"Medium",4.9,42,"lunch","Bengali","",295,28.5,8.2,18.5,2.2,4.8,520.8,"published",295,78,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
301,"Chicken Quesadilla","chicken-quesadilla","images/chicken-quesadilla.jpg","","","","Grilled tortilla filled with seasoned chicken and cheese","4 large tortillas||2 chicken breasts cooked and shredded||2 cups cheese shredded||1 bell pepper diced||1 onion diced||2 tbsp oil||1 tsp chili powder||1/2 tsp cumin||Salt and pepper||Sour cream||Guacamole||Salsa","Season shredded chicken with spices||Heat oil, sauté onion and bell pepper||Add seasoned chicken, cook 3 minutes||Place filling on half of each tortilla||Top with cheese||Fold tortilla over||Cook in dry pan until golden and crispy||Flip and cook other side||Cut into wedges||Serve with sour cream, guacamole, salsa","Press down while cooking for crispy exterior. Don't overfill","quesadilla,chicken,cheese,mexican,bideshi","15 mins","12 mins","27 mins",4,"Easy",4.5,25,"lunch","Mexican","",445,28.2,32.5,26.8,2.5,4.2,780.5,"published",175,48,1,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
302,"Kochu Shak Ghonto","kochu-shak-ghonto","images/kochu-shak-ghonto.jpg","","","","Traditional Bengali taro leaves curry","500g taro leaves cleaned||1 cup mixed vegetables||2 onions chopped||4 cloves garlic||2 green chilies||1 tsp turmeric||1 tsp cumin seeds||2 bay leaves||Mustard oil||Salt to taste||Panch phoron||Dried red chilies","Clean taro leaves thoroughly||Chop leaves finely||Heat mustard oil||Add panch phoron and dried chilies||Add bay leaves and onions||Cook until onions are golden||Add garlic and green chilies||Add chopped taro leaves||Add vegetables and turmeric||Cover and cook until leaves are tender||Stir occasionally||Adjust seasoning||Serve with rice","Wear gloves while handling raw taro leaves. Cook thoroughly to avoid itching","taro-leaves,bengali,traditional,vegetarian,deshi","20 mins","25 mins","45 mins",4,"Medium",4.6,18,"lunch","Bengali","vegetarian",180,8.2,25.8,6.5,8.2,3.5,280.5,"published",125,28,2,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
303,"Beef and Broccoli","beef-broccoli","images/beef-broccoli.jpg","","","","Chinese-American stir fry with tender beef","500g beef sirloin sliced||4 cups broccoli florets||3 tbsp soy sauce||2 tbsp oyster sauce||1 tbsp cornstarch||2 cloves garlic minced||1 tsp ginger minced||2 tbsp oil||1 tsp sesame oil||1/4 cup beef broth||Rice for serving||Salt and pepper","Marinate beef with soy sauce and cornstarch||Blanch broccoli in boiling water for 2 minutes||Heat oil in wok over high heat||Stir-fry beef until browned||Remove beef, set aside||Add garlic and ginger to wok||Add broccoli, stir-fry 2 minutes||Return beef to wok||Add oyster sauce and broth||Stir-fry until sauce thickens||Drizzle sesame oil||Serve over rice","High heat is essential for proper stir-frying. Don't overcook broccoli","beef,broccoli,chinese,stir-fry,bideshi","15 mins","10 mins","25 mins",4,"Easy",4.4,22,"lunch","Chinese","",320,26.8,15.2,18.5,4.2,6.8,890.2,"published",165,38,3,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
304,"Mutton Rezala","mutton-rezala","images/mutton-rezala.jpg","","","","Mughlai style mutton in white curry","1 kg mutton cut in pieces||1 cup yogurt||1 cup onions fried||1/2 cup cashews||1/4 cup almonds||4 green cardamom||2 bay leaves||1 cinnamon stick||1 tsp ginger paste||1 tsp garlic paste||1/2 cup milk||Ghee||Salt to taste||White pepper||Kewra water","Marinate mutton with yogurt for 2 hours||Soak nuts in warm milk||Heat ghee, add whole spices||Add marinated mutton, cook until tender||Grind fried onions with soaked nuts||Add this paste to mutton||Add milk gradually||Simmer until gravy is thick||Season with white pepper and salt||Sprinkle kewra water||Garnish with nuts","This is a white curry, avoid using any red spices. Cook on low heat","mutton,mughlai,white-curry,rich,deshi","120 mins","60 mins","180 mins",6,"Hard",4.8,28,"lunch","Mughlai","",450,32.5,12.8,32.2,2.8,8.5,480.8,"published",185,48,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
305,"Greek Salad with Chicken","greek-chicken-salad","images/greek-chicken-salad.jpg","","","","Mediterranean salad with grilled chicken","2 chicken breasts||4 cups mixed greens||1 cucumber diced||2 tomatoes chopped||1/2 red onion sliced||1/2 cup feta cheese||1/4 cup olives||3 tbsp olive oil||2 tbsp lemon juice||1 tsp oregano||Salt and pepper||Pita bread","Season chicken with oregano, salt, pepper||Grill chicken until cooked through||Let cool and slice||Mix olive oil, lemon juice, oregano for dressing||Combine greens, cucumber, tomatoes, onion||Add sliced chicken||Top with feta and olives||Drizzle with dressing||Toss gently||Serve with warm pita bread","Use good quality feta and extra virgin olive oil for best flavor","greek,salad,chicken,mediterranean,bideshi","15 mins","12 mins","27 mins",4,"Easy",4.6,32,"lunch","Greek","",385,28.5,18.2,24.8,4.5,8.2,680.5,"published",195,52,1,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
306,"Begun Bharta","begun-bharta","images/begun-bharta.jpg","","","","Mashed roasted eggplant curry Bengali style","2 large eggplants||2 onions chopped||4 cloves garlic||2 green chilies||1 tsp turmeric||1 tsp red chili powder||Mustard oil||Salt to taste||Fresh coriander||Boiled rice for serving","Roast eggplants over open flame until charred||Cool and peel off skin||Mash the flesh coarsely||Heat mustard oil||Add onions, cook until golden||Add garlic and green chilies||Add turmeric and chili powder||Add mashed eggplant||Mix well and cook 10 minutes||Adjust seasoning||Garnish with coriander||Serve with rice","Roasting over flame gives authentic smoky flavor. Don't make it too smooth","eggplant,mashed,bengali,vegetarian,deshi","15 mins","25 mins","40 mins",4,"Easy",4.7,28,"lunch","Bengali","vegetarian",125,4.8,18.5,4.2,6.8,8.2,220.5,"published",145,35,2,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
307,"Pad Thai","pad-thai","images/pad-thai.jpg","","","","Classic Thai stir-fried rice noodles","200g rice noodles||200g shrimp||2 eggs||1 cup bean sprouts||3 tbsp tamarind paste||2 tbsp fish sauce||2 tbsp palm sugar||3 cloves garlic||2 shallots||Peanuts crushed||Lime wedges||Chili flakes||Oil for cooking","Soak rice noodles in warm water until soft||Heat oil in wok||Add garlic and shallots||Add shrimp, cook until pink||Push to one side, scramble eggs||Add noodles and sauce mixture||Toss everything together||Add bean sprouts||Stir-fry 2 minutes||Garnish with peanuts and lime||Serve immediately","Balance of sweet, sour, and salty is key. Don't oversoak noodles","pad-thai,noodles,thai,stir-fry,bideshi","15 mins","8 mins","23 mins",2,"Medium",4.5,35,"lunch","Thai","",420,22.8,52.5,15.2,3.8,12.5,950.8,"published",285,68,3,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
308,"Chicken Kofta Curry","chicken-kofta-curry","images/chicken-kofta-curry.jpg","","","","Spiced chicken meatballs in rich curry sauce","500g ground chicken||1 onion finely chopped||2 tbsp ginger-garlic paste||1 tsp red chili powder||1 tsp garam masala||2 tbsp breadcrumbs||1 egg||Oil for frying||For curry: 2 onions||3 tomatoes||1 cup yogurt||Spices||Fresh coriander","Mix ground chicken with chopped onion, spices, breadcrumbs, egg||Form into small balls||Deep fry koftas until golden||For curry, blend onions and tomatoes||Cook paste until thick||Add yogurt and spices||Add water to make gravy||Add fried koftas||Simmer 15 minutes||Garnish with coriander||Serve with rice or naan","Don't make koftas too large. Fry on medium heat for even cooking","kofta,chicken,meatballs,curry,deshi","30 mins","35 mins","65 mins",4,"Medium",4.6,25,"lunch","Indian","",365,26.8,15.5,22.5,2.8,6.2,580.8,"published",205,48,2,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
309,"Aloo Posto","aloo-posto","images/aloo-posto.jpg","","","","Bengali potato curry with poppy seeds","4 large potatoes cubed||3 tbsp poppy seeds||2 green chilies||1 tsp turmeric||Mustard oil||Salt to taste||Nigella seeds||Dried red chilies||Water as needed","Soak poppy seeds for 30 minutes||Grind with green chilies to paste||Heat mustard oil||Add nigella seeds and dried chilies||Add potato cubes||Fry until lightly golden||Add turmeric and salt||Add poppy seed paste||Mix well and cook covered||Add little water if needed||Cook until potatoes are tender||Adjust seasoning","Grinding poppy seeds well is important for smooth texture","potato,poppy-seeds,bengali,vegetarian,deshi","30 mins","20 mins","50 mins",4,"Easy",4.7,22,"lunch","Bengali","vegetarian",285,8.5,38.2,12.8,4.2,2.8,320.5,"published",165,38,2,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
310,"Beef Kala Bhuna","beef-kala-bhuna","images/beef-kala-bhuna.jpg","","","","Traditional Chittagong style slow-cooked beef curry","1 kg beef cut into chunks||2 large onions sliced||6 cloves garlic minced||2 inch ginger paste||2 tsp red chili powder||1 tsp turmeric||2 tsp coriander powder||1 tsp cumin powder||4 tbsp mustard oil||2 bay leaves||4 green cardamom||2 cinnamon sticks||Salt to taste||Fresh cilantro for garnish","Heat mustard oil in heavy bottom pot||Add whole spices and fry for 30 seconds||Add sliced onions and cook until deep brown||Add ginger-garlic paste and cook for 2 minutes||Add beef pieces and brown on all sides||Add all dry spices and mix well||Cover and cook on low heat for 2-3 hours stirring occasionally||Add water if needed||Cook until beef is tender and oil separates||Garnish with cilantro and serve hot","Patience is key - slow cooking gives the best flavor. Don't add too much water at once","beef,kala-bhuna,chittagong,spicy,traditional","45 mins","180 mins","225 mins",6,"Hard",4.9,45,"dinner","Bangladeshi","",485,32.5,8.2,35.8,2.1,4.5,720.3,"published",420,89,1,1,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
311,"Hilsa Fish Curry","hilsa-fish-curry","images/hilsa-curry.jpg","","","","National fish of Bangladesh in traditional curry","6 pieces hilsa fish||2 medium onions chopped||4 cloves garlic||1 inch ginger||2 green chilies slit||1 tsp turmeric powder||1 tsp red chili powder||1 tsp coriander powder||3 tbsp mustard oil||2 bay leaves||1 tsp cumin seeds||1 cup water||Salt to taste||Fresh cilantro leaves","Clean and marinate fish with turmeric and salt for 15 minutes||Heat mustard oil in pan and lightly fry fish pieces||Remove fish and set aside||In same oil add cumin seeds and bay leaves||Add chopped onions and cook until golden||Add ginger-garlic paste and green chilies||Add all spices and cook for 2 minutes||Add water and bring to boil||Gently add fried fish pieces||Simmer for 15-20 minutes||Garnish with cilantro and serve","Handle hilsa carefully as it has many small bones. Fry fish lightly to prevent breaking","hilsa,ilish,fish-curry,bengali,traditional","30 mins","35 mins","65 mins",4,"Medium",4.8,52,"dinner","Bangladeshi","",380,28.4,6.8,26.2,1.8,3.2,650.5,"published",680,134,1,1,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
312,"Chicken Biryani","chicken-biryani","images/chicken-biryani.jpg","","","","Aromatic layered rice dish with spiced chicken","1 kg basmati rice||1 kg chicken cut into pieces||2 cups yogurt||2 large onions sliced||6 cloves garlic||2 inch ginger||2 tsp red chili powder||1 tsp turmeric||2 tsp biryani masala||4 tbsp ghee||3 tbsp oil||4 bay leaves||6 green cardamom||4 black cardamom||2 cinnamon sticks||1 tsp cumin seeds||Saffron soaked in warm milk||Fresh mint leaves||Fried onions||Salt to taste","Marinate chicken with yogurt, half the spices, ginger-garlic paste for 2 hours||Cook rice with whole spices until 70% done||In heavy bottom pot, heat ghee and oil||Fry sliced onions until golden brown||Add marinated chicken and cook until 80% done||In another layer add partially cooked rice||Sprinkle fried onions, mint, saffron milk||Cover with aluminum foil then lid||Cook on high heat for 3 minutes, then low heat for 45 minutes||Let it rest for 10 minutes before opening||Gently mix and serve hot","Use good quality basmati rice and don't overcook. The dum cooking process is crucial","biryani,chicken,aromatic,layered,festive","60 mins","90 mins","150 mins",8,"Hard",4.9,78,"dinner","Bangladeshi","",520,25.8,58.4,22.6,2.4,6.8,890.2,"published",950,187,1,1,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
313,"Mutton Rezala","mutton-rezala","images/mutton-rezala.jpg","","","","Mughlai style creamy mutton curry","1 kg mutton cut into pieces||1 cup yogurt||2 large onions||6 cloves garlic||2 inch ginger||4 green chilies||1 tsp white pepper powder||1 tsp red chili powder||1 tsp garam masala||4 tbsp ghee||2 bay leaves||4 green cardamom||2 cinnamon sticks||1/2 cup cashews||1/4 cup poppy seeds||1 cup milk||Salt to taste","Soak cashews and poppy seeds in warm milk for 30 minutes||Marinate mutton with yogurt, half the spices for 1 hour||Make paste of soaked cashews, poppy seeds with milk||Heat ghee in heavy bottom pan||Add whole spices and fry||Add sliced onions and cook until light golden||Add ginger-garlic paste and green chilies||Add marinated mutton and cook on medium heat||Add cashew-poppy paste and remaining spices||Cover and cook for 1.5-2 hours until tender||Adjust consistency with water if needed||Serve hot with rice or roti","The white color is characteristic of Rezala. Don't let onions get too brown","mutton,rezala,mughlai,creamy,white-curry","45 mins","135 mins","180 mins",6,"Hard",4.7,38,"dinner","Bangladeshi","",465,28.9,12.4,32.8,3.2,8.5,680.4,"published",340,72,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
314,"Panta Bhat with Shutki","panta-bhat-shutki","images/panta-bhat.jpg","","","","Traditional fermented rice with dried fish curry","3 cups cooked rice||Water for soaking||200g shutki (dried fish)||2 medium onions chopped||4 green chilies||6 cloves garlic||1 inch ginger||2 tsp red chili powder||1 tsp turmeric||3 tbsp mustard oil||2 bay leaves||Salt to taste||Chopped cilantro||Sliced onions and chilies for serving","Soak cooked rice in water overnight||Clean and wash shutki thoroughly||Heat mustard oil in pan||Add bay leaves and chopped onions||Cook onions until golden brown||Add ginger-garlic paste and cook for 2 minutes||Add cleaned shutki and fry for 5 minutes||Add green chilies, turmeric, and chili powder||Cook for 10-15 minutes stirring occasionally||Add little water if needed||Cook until shutki is well cooked||Serve panta bhat with shutki curry||Garnish with fresh onions, chilies, and cilantro","Shutki should be cleaned properly to remove excess salt. Panta bhat is best when slightly sour","panta-bhat,shutki,fermented-rice,traditional,rural","480 mins","25 mins","505 mins",4,"Medium",4.6,28,"dinner","Bangladeshi","",320,18.5,48.2,8.4,3.6,2.8,1120.6,"published",180,45,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
315,"Dal Gosht","dal-gosht","images/dal-gosht.jpg","","","","Hearty lentil curry with tender mutton pieces","1 cup masur dal (red lentils)||500g mutton cut small||2 medium onions||4 cloves garlic||1 inch ginger||2 green chilies||1 tsp turmeric||1 tsp red chili powder||1 tsp cumin powder||1 tsp coriander powder||3 tbsp oil||2 bay leaves||1 tsp cumin seeds||3 cups water||Salt to taste||Fresh cilantro for garnish","Wash and soak lentils for 30 minutes||Heat oil in pressure cooker||Add cumin seeds and bay leaves||Add chopped onions and cook until golden||Add ginger-garlic paste and green chilies||Add mutton pieces and brown them||Add all dry spices and cook for 2 minutes||Add soaked lentils and water||Pressure cook for 6-7 whistles||Let pressure release naturally||Simmer for 10 minutes if needed||Adjust consistency with water||Garnish with cilantro and serve hot","Don't overcook lentils as they will become mushy. Adjust spices according to taste","dal,gosht,lentils,mutton,protein-rich","25 mins","45 mins","70 mins",6,"Medium",4.5,33,"dinner","Bangladeshi","",385,22.8,32.4,18.6,8.2,4.1,580.3,"published",280,58,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
316,"Rui Fish Kalia","rui-fish-kalia","images/rui-kalia.jpg","","","","Bengali style fish curry with rich gravy","1 kg rui fish cut into steaks||2 large onions||4 cloves garlic||1 inch ginger||3 green chilies||2 tsp red chili powder||1 tsp turmeric||1 tsp cumin powder||1 tsp coriander powder||1 tsp garam masala||4 tbsp mustard oil||2 bay leaves||2 tomatoes chopped||1 cup water||Salt to taste||Cilantro for garnish","Clean fish and marinate with turmeric and salt||Heat mustard oil and fry fish pieces lightly||Remove and set aside||Make paste of onions, ginger, garlic||In same oil add bay leaves||Add onion paste and cook until oil separates||Add chopped tomatoes and cook until soft||Add all dry spices and cook for 3-4 minutes||Add water and bring to boil||Gently add fried fish pieces||Add green chilies and simmer for 15 minutes||Garnish with cilantro and serve","Fry fish on medium heat to prevent breaking. The gravy should be thick and rich","rui-fish,kalia,bengali-fish-curry,traditional","30 mins","40 mins","70 mins",5,"Medium",4.7,41,"dinner","Bangladeshi","",350,26.4,8.6,24.2,2.4,5.8,620.7,"published",320,68,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
317,"Khichuri with Chicken","khichuri-chicken","images/khichuri-chicken.jpg","","","","Comfort food rice and lentil porridge with spiced chicken","1 cup basmati rice||1/2 cup masur dal||1/2 cup moong dal||500g chicken cut into pieces||2 medium onions||4 cloves garlic||1 inch ginger||2 green chilies||1 tsp turmeric||1 tsp red chili powder||1 tsp cumin powder||1 tsp garam masala||4 tbsp ghee||2 bay leaves||1 tsp cumin seeds||4 cups water||Salt to taste||Fried onions for garnish","Wash and soak rice and lentils together for 30 minutes||Heat ghee in heavy bottom pot||Add cumin seeds and bay leaves||Add sliced onions and fry until golden||Add chicken pieces and cook until white||Add ginger-garlic paste and green chilies||Add all spices and cook for 5 minutes||Add soaked rice and lentils||Add water and salt||Bring to boil then simmer covered for 45 minutes||Stir occasionally and add water if needed||Cook until creamy consistency||Garnish with fried onions and serve hot","Stir gently to prevent sticking. Consistency should be like thick porridge","khichuri,comfort-food,rice-lentils,chicken,one-pot","30 mins","60 mins","90 mins",6,"Easy",4.6,35,"dinner","Bangladeshi","",420,18.5,52.8,14.2,6.4,3.2,480.5,"published",380,76,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
318,"Beef Bhuna Khichuri","beef-bhuna-khichuri","images/beef-bhuna-khichuri.jpg","","","","Special occasion rice dish with slow-cooked beef","1 cup basmati rice||1/2 cup masur dal||750g beef cut into pieces||3 large onions||6 cloves garlic||2 inch ginger||4 green chilies||2 tsp red chili powder||1 tsp turmeric||2 tsp coriander powder||1 tsp cumin powder||1 tsp garam masala||5 tbsp ghee||3 bay leaves||1 tsp cumin seeds||1 cinnamon stick||4 green cardamom||5 cups water||Salt to taste||Mint leaves for garnish","First prepare beef bhuna: heat 3 tbsp ghee in heavy pot||Add whole spices and fry||Add 2 sliced onions and cook until dark brown||Add beef and brown on all sides||Add half the ginger-garlic paste and spices||Cook covered on low heat for 1.5 hours until tender||In another pot, wash rice and lentils||Heat remaining ghee, add cumin seeds||Add remaining onion, ginger-garlic paste||Add rice, lentils, and remaining spices||Add water and prepared beef bhuna||Cook covered for 45 minutes stirring occasionally||Garnish with mint and serve","The beef should be very tender before adding to rice. Cook on low heat to prevent burning","beef-bhuna,khichuri,festive,slow-cooked,special","45 mins","165 mins","210 mins",8,"Hard",4.8,29,"dinner","Bangladeshi","",485,24.6,48.5,22.8,5.2,4.1,680.9,"published",220,52,1,1,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
319,"Chingri Malai Curry","chingri-malai-curry","images/chingri-malai.jpg","","","","Prawns in rich coconut milk curry","500g large prawns cleaned||1 cup thick coconut milk||2 medium onions chopped||4 cloves garlic||1 inch ginger||3 green chilies||1 tsp turmeric||1 tsp red chili powder||1 tsp cumin powder||1/2 tsp garam masala||3 tbsp mustard oil||2 bay leaves||1 tsp sugar||Salt to taste||Fresh cilantro for garnish","Clean prawns and marinate with turmeric and salt||Heat mustard oil in pan||Lightly fry prawns and remove||In same oil add bay leaves||Add chopped onions and cook until light golden||Add ginger-garlic paste and green chilies||Cook for 2 minutes||Add turmeric, chili powder, cumin powder||Cook spices for 1 minute||Add coconut milk and bring to gentle boil||Add sugar and salt||Add fried prawns and simmer for 8-10 minutes||Don't overcook prawns||Garnish with cilantro and serve hot","Don't boil coconut milk vigorously as it may curdle. Prawns cook quickly","chingri,prawns,malai,coconut-milk,bengali","25 mins","25 mins","50 mins",4,"Medium",4.9,67,"dinner","Bangladeshi","",320,22.8,8.4,22.6,2.1,6.2,580.4,"published",520,108,1,1,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
320,"Aloo Posto","aloo-posto","images/aloo-posto.jpg","","","","Traditional Bengali potato curry with poppy seeds","4 large potatoes cubed||3 tbsp poppy seeds||2 green chilies||1 tsp turmeric||1 tsp red chili powder||3 tbsp mustard oil||1 tsp nigella seeds||2 bay leaves||1 tsp sugar||Salt to taste||Water as needed","Soak poppy seeds in warm water for 30 minutes||Grind soaked poppy seeds with green chilies to smooth paste||Heat mustard oil in pan||Add nigella seeds and bay leaves||Add cubed potatoes and fry until light golden||Add turmeric and mix well||Add poppy seed paste and mix||Add chili powder, sugar, and salt||Add little water and cover||Cook on medium heat for 15-20 minutes||Stir occasionally and add water if needed||Cook until potatoes are tender||Serve hot with rice","Poppy seed paste should be very smooth. Don't add too much water at once","aloo,posto,poppy-seeds,vegetarian,bengali","35 mins","25 mins","60 mins",4,"Easy",4.4,24,"dinner","Bangladeshi","vegetarian",280,6.2,38.4,12.8,4.6,3.2,420.3,"published",180,42,1,0,"2025-06-21 18:00:00","2025-06-21 18:00:00",,"0","approved",
